CURP,nombre_cliente,paterno_cliente,materno_cliente,Localidad,calle_cliente,numero_cliente,CP_cliente,tipo_cliente,fotografia_cliente,telefono_casa,telefono_celular_cliente,Edificio,correo_electronico_cliente
TQME911127MFEUOZ18,JUAN CARLOS,CONTARIN,VILLA,TEXCOCO,MANUEL PELAEZ  ,43827,49243,E,sifmt/cwyadzopbj.pwh,73-94-83-56,55-29-78-34-06,Facultad de Psicologia,msnelgrovehz@de.vu
VRTB721029MJNWDE11,PABLO GIOVANI,CONTI,MATTIO,TEXCOCO,MANUEL PELAEZ  ,95,66094,E,itrqcnubae/gkbmoz.jak,21-08-36-60,55-37-29-62-91,Facultad de Ciencias,lballintimei0@etsy.com
PKGO971228HUQXEF57,ALBERTO LUIS,CONTI,NAPPA,TEXCOCO,CUAUTITLAN  ,45454,73046,E,iknobu/zjrsq.eji,17-49-65-91,55-39-64-18-83,Facultad de Quimica,chachettei1@columbia.edu
TJMB951209MJNPKH82,GUZMAN,CONTRERAS,RODRIGUEZ,TEXCOCO,BUENA VISTA  ,12,80726,E,tplcnoju/xahri.ibk,66-36-00-87,55-73-03-81-86,Facultad de Ciencias,eraynesi2@unicef.org
LWPT791108HBKRSV67,OSCAR MARIO,COPPOLA,ARGENTO,TEXCOCO,JAIME NUNO  ,352,53650,E,yxwjgkma/zjhbiupfr.tyd,26-58-50-26,55-58-89-52-58,Facultad de Musica,rdeddeni3@etsy.com
ZYGA991009HJKBGI57,DORELEY LILI?N,CORBO,PEREYRA,TEXCOCO,GUERRERO  ,8,55405,E,vnjiehfkyo/fvacti.rov,00-09-16-66,55-07-22-16-47,Facultad de Quimica,sdawidowiczi4@t.co
QPAH981129HVHEFA21,DANIEL JACINTO,CORBO,LONGUEIRA,TEXCOCO,MANUEL GUTIERREZ NAJERA  ,8366,82089,E,lmqupshjew/qolbrxpfd.zds,11-71-61-43,55-50-50-86-21,Facultad de Quimica,rashbridgei5@umn.edu
DTYC631218MZIQDM87,LUZ MARINA,CORBO,SOPE?A,TEXCOCO,NIÑOS HEROES  ,43,21045,E,gliaevmf/dcaetm.vfn,28-60-51-78,55-56-64-74-66,Facultad de Ciencias,rcropperi6@nydailynews.com
RBQP991219MNCEJQ04,NERY MAURO,CORBO,LOPEZ,TEXCOCO,SUR   ,5152,15108,E,ogban/ufrgweci.aqf,56-93-92-26,55-09-39-98-01,Facultad de Ciencias,gmckimmi7@ezinearticles.com
TYMJ970929MFISDW33,WASHINGTON,CORDATTI,BALBI,TEXCOCO,AV. RIO FRIO  ,97650,55817,E,avjiz/etkiagpm.alh,20-86-35-44,55-94-69-54-82,Facultad de Quimica,bdupeyi8@msu.edu
NTMZ660308HPQHIS74,MARIO EDUARDO,CORDOBA,VITA,TEXCOCO,HERNAN DE SOTO  ,36427,53556,E,fexmylcd/liqwp.wyj,32-86-20-04,55-35-41-69-58,Facultad de Quimica,tgerneri9@nbcnews.com
USVJ761116HHPLVS08,PAOLA,CORDONE,GIASSANTI,TEXCOCO,AV. RIO FRIO  ,9889,75051,E,jkmcwfyb/hkegsdyl.jfm,80-57-20-47,55-89-41-75-56,Facultad de Quimica,upaulatia@ifeng.com
HCYQ611129HSDCFG94,ALBA MARIA,CORRAL,FERREIRA,TEXCOCO,CHICARAS  ,41739,94766,E,bhtf/urdjtilg.fat,31-96-16-53,55-33-85-62-49,Facultad de Ciencias,amallisonib@ox.ac.uk
IFOR620909HAHZUD17,NANCI AMANDA,CORRALES,GARCIA,TEXCOCO,ERA. CERRADA DE ENCINAS  ,20,10487,E,nhlot/bdxjctqr.exs,47-14-91-46,55-60-76-74-46,Facultad de Ciencias,nbonifaceic@newyorker.com
WISZ851127MEJDFM15,UDISON,CORREA,DUTRA,TEXCOCO,AV. QUERETARO  ,1,25710,E,bjsrio/obzc.arv,07-44-37-96,55-49-49-45-94,Facultad de Ciencias,dvaskinid@aol.com
TNXE930818HIEPMQ09,DARWIN CARLOS,CORREA,COSTA,TEXCOCO,CARRETERA COSTERA  ,31,67662,E,srcnzpq/zhqmfrutbp.pwd,64-95-77-30,55-99-66-18-58,Facultad de Ciencias,tbenthamie@npr.org
NWVE911227HFDHTR95,HUMBERTO,CORREA,SARAVIA,TEXCOCO,AV. SAN PABLO XALPA  ,16,61996,E,gfurl/yvigstrh.jnt,12-69-06-40,55-40-59-39-79,Facultad de Ciencias,kmckeighanif@miibeian.gov.cn
AFCD671029MQJETV80,ADRIANA,CORREA,DUTRA,COYOACAN,VILLA DE CUITLAHUAC  ,781,61198,E,nwbmro/eark.lvy,84-49-40-19,55-57-46-06-65,Facultad de Ciencias,kgrishechkinig@nsw.gov.au
AZHI841209HBLIFR26,GABRIEL,CORREA LUNA,ORGAZ,TLAHUAC,RA NORTE  ,6417,83378,E,rxpyg/jsuwm.jrk,39-14-51-64,55-43-13-70-23,Facultad de Psicologia,ovreibergih@blogs.com
BGAR941224MPGSRT26,ALEJANDRO,CORREA LUNA,CAMP,IZTAPALAPA,MIGUEL ALEMAN  ,2,50656,E,bhogwerny/lvgzjnwfy.qap,35-03-73-32,55-11-91-80-10,Facultad de Ciencias,hbenkoii@t-online.de
JQIC971228HXJDYV09,NAIR ARLET,CORTALEZZI,ALVAREZ,CUAJIMALPA,AV. TOLUCA  ,40557,79242,E,zotugnjpa/sbwx.hve,43-94-96-33,55-55-83-75-59,Facultad de Psicologia,hfessbyij@themeforest.net
NHIV711217HTXBIK02,PABLO,CORTES,BARRERA,BENITO JUAREZ,HUERTAS  ,32,12155,E,odgjtxmuvw/dlmh.xzj,47-32-64-01,55-84-91-72-66,Facultad de Ciencias,scherryholmeik@artisteer.com
CJLU960709HUKFJY74,ANTONIO,CORUJO,CARRILLO,TLALPAN,CDA. MANZANO  ,6308,22717,E,vdeuiah/kgvtyd.rgz,25-39-46-16,55-21-56-98-84,Facultad de Quimica,bhuetsonil@ft.com
NBTK831119HQATJK75,MAR?A DEL CARMEN,CORUJO,MILAN,CUAHUTEMOC,RIO PAPAGALLO  ,76043,66226,E,rgoftwiu/rleksuw.iny,98-71-58-41,55-29-10-27-66,Facultad de Ciencias,jdarringtonim@cocolog-nifty.com
CIHO801228HIWTXY91,WILLIAM,CORUJO,GUARDIA,GUSTAVO A. MADERO,CDA. DE FRANCISCO CASTAÑEDA  ,748,57162,E,vkbtfq/ublhtixor.cyh,94-75-01-61,55-76-00-27-73,Facultad de Ciencias,blakendenin@jimdo.com
YVDN951229HINTDP03,JOSE,COSENTINO,FERNANDEZ,VENUSTIANO CARRANZA,C. JOSE FRANCISCO RUIZ MASSIEU  ,1,28714,E,btofjnmz/wuhqz.ojq,24-56-66-28,55-69-22-33-56,Facultad de Odontologia,ghinkleyio@economist.com
VCIQ801229HNGTQY72,MARIA AUXILIADORA,COSSE,BAUBETA,MIGUEL HIDALGO,CAOBA  ,93,38940,E,rqlwsgozap/ryxguiqsba.dyo,16-61-90-48,55-31-50-08-17,Facultad de Quimica,bbarnewallip@apple.com
EWSF881029HXBUTM33,ANA CAROLINA,COSSE,GARRIDO,IZTACALCO,MACEDONIO ALCALA  ,8789,20215,E,vypnirm/bzlmcif.ngk,18-78-04-21,55-96-91-81-73,Facultad de Odontologia,glortzingiq@walmart.com
RGEU701229HAWLDB34,EDUARDO MARIO,COSTA,BARBATO,AZCAPOTZALCO,LA VENTA CLAUSTRO TULIPANES  ,7,17661,E,sbqeytcvjo/eswqtkao.kix,86-72-50-27,55-70-70-18-49,Facultad de Ciencias,santunezir@china.com.cn
YNFA801208HNJYWG87,NILDA ESTHER,COSTA,FARIAS,XOCHIMILCO,TENAYUCA  ,4,59250,E,dzrnojui/ervbjku.szp,83-38-78-05,55-39-93-69-71,Facultad de Ciencias,twitterickis@lycos.com
KYZH901219MYPTBD31,IGNACIO,COSTA,DODERA,XOCHIMILCO,DR BALMIS  ,55855,50040,E,kijy/lcopk.iaw,48-71-76-35,55-02-89-91-42,Facultad de Quimica,ablaineyit@sohu.com
OTYR901229HDJAEB70,TABRE ROMAN,COSTA,ZAPARRART,XOCHIMILCO,CALLE TABASCO  ,1,26858,E,adcgx/nbqfw.vnk,64-31-16-27,55-21-54-49-05,Facultad de Ciencias,mmckelleriu@imdb.com
TUXC991109MOCXAW51,RENEE,COSTA,MACHADO,XOCHIMILCO,HACIENDA DE PEÑUELAS  ,1,61256,E,ynzx/xkscmpvyq.qzx,35-76-12-07,55-78-76-57-97,Facultad de Ciencias,tlafranconiiv@csmonitor.com
WHYX821209HOMRJA07,ADRIANA,COSTA,FERREIRO,XOCHIMILCO,CERRO DOS CONEJOS  ,7393,32276,E,uasgcdftjx/bjaordm.lyu,42-32-92-47,55-05-83-94-81,Facultad de Ciencias,sfairleighiw@slideshare.net
HSCG870927HNYZJH13,JOSE MAXIMINO,COSTA,VALVERDE,XOCHIMILCO,CERRO DOS CONEJOS  ,36,10421,E,vkef/ukxtdizov.cos,85-03-54-25,55-98-86-82-34,Facultad de Quimica,gstockleyix@google.ru
YMBU921129MVGXMR83,LUIS ROBERTO,COSTA,FERREIRO,XOCHIMILCO,MACEDONIO ALCALA  ,8,92852,E,rlfzk/zdetkih.hra,62-70-96-29,55-10-05-48-80,Facultad de Ciencias,mbaylesiy@surveymonkey.com
ZLCD781227HDSUBA03,MARIO MIGUEL,COSTA,GRECCO,XOCHIMILCO,CALZ. DESIERTO DE LOS LEONES  ,6,51188,E,othxvyecpu/zlfqarbjsm.gpl,03-48-01-58,55-44-55-67-28,Facultad de Ciencias,rmiskellyiz@mail.ru
NBKR891221HFQSIT12,NESTOR RAUL,FARI?A,CIARDELLA,XOCHIMILCO,AV. QUERETARO  ,73,83575,E,skagltpumx/hkljtgnv.jmn,00-67-74-50,55-84-75-03-58,Facultad de Odontologia,acoushej0@yolasite.com
DSFX941229MXARPL71,ALBERTO,COURIEL,CURIEL,XOCHIMILCO,RA NORTE  ,58201,42338,E,lmjxgbyen/jklbd.xwy,02-08-45-80,55-45-01-13-53,Facultad de Ciencias,kdeekesj1@tinyurl.com
KLCU911228HGKZDY85,HECTOR GABRIEL,COURTOISIE,BEYHAUT,XOCHIMILCO,ROSAS  ,8,48997,E,vtyjhs/senulat.aik,45-52-43-11,55-83-16-49-76,Facultad de Quimica,cheballj2@boston.com
OISY681207HFBRJM08,FREDY EMILIO,COUSILLAS,PREZA,NEZAHUALCOYOTL,CAPIRO  ,51,86890,E,hpear/zxsvuig.hxi,34-46-53-52,55-74-75-58-45,Facultad de Psicologia,gmacaskiej3@t.co
PEUQ741208HNOEUG60,FELIX JAVIER,COUSILLAS,IGLESISAS,NEZAHUALCOYOTL,ANDADOR  DE COMPOSTELA  ,9,31194,E,widnhl/wsxngjdqym.qrt,97-09-17-70,55-90-08-84-47,Facultad de Ciencias,moatsj4@indiatimes.com
FHUQ731019MIQCYV98,LIBER RAMON,COUSTARD,GONZALEZ,NEZAHUALCOYOTL,ALDAMA  ,8218,74940,E,zohdsqe/tebxsdrwf.ctx,26-77-48-50,55-07-87-96-61,Facultad de Quimica,lmulreanj5@google.pl
RZDP991209MIWKBM47,MAR?A VICTORIA,COUTO,VILAR,NEZAHUALCOYOTL,ALZATE  ,36,92475,E,qckiaw/giyldcra.bgy,47-97-78-63,55-16-75-17-10,Facultad de Ciencias,kbainsj6@sfgate.com
AKZQ651019MKFXHA54,JOSE MARIA,COYA,ALBOA,NEZAHUALCOYOTL,PRL. MOCTEZUMA  ,780,47540,E,sogzfvk/pzrqui.pgl,87-79-24-05,55-99-38-21-89,Facultad de Ciencias,asaketj7@last.fm
WNIH721212HXQTJV43,FRANCISCO,CRECSI,NUNEZ,NEZAHUALCOYOTL,PIE DE LA CUESTA  ,7,91908,E,hrla/rlwj.hxf,37-87-20-64,55-98-48-85-18,Facultad de Ciencias,khymasj8@netvibes.com
VWGH891218HYVSGF08,MARIA CRISTINA,CRESPO,HARO,NEZAHUALCOYOTL,CAPIRO  ,8883,77980,E,waizlfs/slodmu.rsb,30-22-15-85,55-07-04-68-37,Facultad de Psicologia,tyudej9@hc360.com
FBWM991229MLZOBC41,JUAN,CRISTINA,CHERALDI,NEZAHUALCOYOTL,OCOTAL  ,148,15815,E,ktyr/ukhmlwcexi.mcf,42-50-28-34,55-25-86-71-90,Facultad de Medicina,breadja@census.gov
NUYO641219MNDCOX77,IVONNE MARIE,CROCCO,PAZOS,NEZAHUALCOYOTL, DE NOVIEMBRE  ,71,61443,E,oiutqenwbl/zqwvinxgdp.dqm,59-71-29-64,55-36-17-18-10,Facultad de Psicologia,lwoolensjb@redcross.org
KGSH981108MUSWCB17,VENTURA OFELIA,CROCE,NUNES,NEZAHUALCOYOTL,FRANCISCO SARABIA  ,219,12417,E,vfuph/sbortuhpe.lus,07-82-52-41,55-86-02-52-05,Facultad de Musica,mhaggerstonejc@cam.ac.uk
ZTLX961229HBUJRP04,BEATR?Z,CRUDELI,BRAVO,NEZAHUALCOYOTL,VALLE DE LOS TOLTECAS  ,87111,55810,E,fzjkrowu/fyoxnqv.pvg,92-11-47-61,55-90-83-83-60,Facultad de Psicologia,lbabberjd@bigcartel.com
DWZB931009HCUBQT26,GUSTAVO ADOLFO,CRUZ,PEREYRA,NEZAHUALCOYOTL,AUGUSTO RODIN  ,11,39222,E,ysvpxga/uzlaikfheb.qwk,11-81-85-63,55-13-19-93-14,Facultad de Psicologia,mshankleje@sciencedirect.com
PONK841209HQBVMK44,DANUBIO,CRUZ,MELO,NEZAHUALCOYOTL,IZTACCIHUATL  ,5,52837,E,gqsjxyldai/yzed.yht,79-30-51-91,55-34-22-53-42,Facultad de Psicologia,dfominovjf@sourceforge.net
NXJL661209MVMBSD40,MARIA DE LOS ANGELES,CRUZ,RIVERO,NEZAHUALCOYOTL,LAGO GARDA  ,8,49244,E,govxtlhms/ytxihvzre.hgq,53-22-58-13,55-98-82-41-91,Facultad de Ciencias,rpackjg@weather.com
TEJN911118HLUYGD34,LUIS,CUADRADO,ISASA,NEZAHUALCOYOTL,RODOLFO FIERRO  ,6,27016,E,xycgipknvj/ptmi.uvs,21-59-92-38,55-75-21-87-56,Facultad de Ciencias,rnuschkejh@indiegogo.com
VTAU681229MULWZV53,FERNANDO ARTEMIO,CUELLO,TOLEDO,NEZAHUALCOYOTL,MORELOS  ,13,68757,E,syqxkbd/acvfmbr.wfv,64-53-47-02,55-69-22-93-28,Facultad de Ciencias,bbeckeji@washingtonpost.com
YZQP670728MYCUVM28,ADAN,CUELLO,ROSA,NEZAHUALCOYOTL,NUEVA TEOTIHUACAN  ,283,71763,E,hjnr/hjvw.cpz,94-42-32-18,55-69-28-18-69,Facultad de Musica,vyglesiajj@fema.gov
MOSE840819HBKOIW61,BEATRIZ,CUENCA,FERNANDEZ,NEZAHUALCOYOTL,XICOTENCATL  ,5,94016,E,rmndevl/srmjlexycp.akt,55-14-90-54,55-43-21-83-34,Facultad de Ciencias,ascrammagejk@youtu.be
CVOW871128MGMXRL71,WALTER,CUEVAS,SANCHEZ,NEZAHUALCOYOTL,PIE DE LA CUESTA  ,83648,21508,E,rolbdhg/umfxpzeq.nik,00-52-18-59,55-19-64-39-97,Facultad de Musica,cgeldefordjl@netscape.com
TDZW961208MMPVED89,GABRIELA,CULTELLI,DELFINO,NEZAHUALCOYOTL,ALZATE  ,849,59431,E,dingouy/zdxcub.avy,93-13-79-02,55-21-51-82-47,Facultad de Ciencias,mparysownajm@hibu.com
KITY851128HDLYIS80,JUAN,CURBELO,DEL BOSCO,NEZAHUALCOYOTL,MIERES  ,50,97740,E,bawy/foxb.qub,19-31-20-60,55-24-48-47-15,Facultad de Ciencias,cfolkerdjn@cyberchimps.com
UQHR801228MAEBJO55,WASHINGTON ARIEL,CURBELO,MARTINEZ,NEZAHUALCOYOTL,CENZONTLE  ,5936,54625,E,akwc/mxjuqks.qpu,84-41-48-65,55-38-17-62-22,Facultad de Musica,aclyantjo@merriam-webster.com
TWKR891114MKXSFE25,CARINA,CURCI,FERRANDO,NEZAHUALCOYOTL,TABASCO  ,43103,42241,E,mwzx/qetjh.uqh,69-65-30-04,55-44-20-23-91,Facultad de Ciencias,bbenedidickjp@ted.com
ECWP921105HNFUDG46,SERGIO CARLOS,CURTO,OCHOA,NEZAHUALCOYOTL,C. JOSE SANCHEZ TINOCO  ,306,12664,E,pfjv/cepdhiz.xlr,02-40-82-69,55-60-83-98-61,Facultad de Quimica,rholbornjq@disqus.com
INGL691129MKMTUV92,OSCAR,CURUTCHET,ZARCO,NEZAHUALCOYOTL,IGNACIO L. VALLARTA  ,941,57949,E,inatwmkryv/ldmicposb.oxn,80-61-70-43,55-63-66-57-03,Facultad de Psicologia,griddochjr@admin.ch
ZCWR731209HVFBTI41,MAURICIO,CUSANO,LUPACHINA,NEZAHUALCOYOTL,PIE DE LA CUESTA  ,4,65422,E,tiszlxo/zegxa.zfa,28-18-60-92,55-47-41-71-89,Facultad de Odontologia,lmcbethjs@tuttocitta.it
ACYT960916MQKXJY01,SERGIO NEY,D`OLIVEIRA,FRIONI,NEZAHUALCOYOTL,AV. QUERETARO  ,924,21165,E,loxswmpq/npvriw.xse,14-82-81-79,55-78-51-62-61,Facultad de Quimica,wminguetjt@elpais.com
NKDE751229HBXIMA74,HOMERO HECTOR,DA COSTA PORTO,ANDRADE,NEZAHUALCOYOTL,EMILIO CARRANZA  ,350,59141,E,vefhsx/ynsvobac.ozf,99-75-95-79,55-96-99-55-02,Facultad de Psicologia,aesserju@drupal.org
CSFI921225HKYNHR61,ANTONIO,DA ROSA,NIVES BROCHI,NEZAHUALCOYOTL,ALZATE  ,10230,41081,E,nkcshoblvg/nkcwe.uyg,59-21-56-29,55-51-21-10-46,Facultad de Quimica,kgallallyjv@msu.edu
NQXF830919HIUJVN47,LAURA,DA ROSA,SUM,NEZAHUALCOYOTL,DISTRITO EL PLAN  ,37078,46731,E,yokrcix/iozk.bes,12-86-52-86,55-50-24-33-14,Facultad de Ciencias,cvernazzajw@domainmarket.com
NTZH901128HNXCLG89,EBER,DA ROSA,VAZQUEZ,NEZAHUALCOYOTL,ARCO IRIS  ,51,17072,E,naplbws/rlqt.bjx,34-08-94-13,55-70-00-87-84,Facultad de Quimica,ghannondjx@businesswire.com
VIQU921028MRGCAX86,JOSE PABLO,DA SILVA,ALMENAR,NEZAHUALCOYOTL,PRIVADA AZOYAPAN  ,4,36023,E,rhosjpuyke/fpvkqcloim.nlu,56-99-49-48,55-92-84-71-22,Facultad de Ciencias,rdelgardojy@bbc.co.uk
FROL871229MIRYZK94,STELLA MARY,DA SILVA,TESSADRI,NEZAHUALCOYOTL,FRESNO  ,48,32932,E,tcwdyik/flemkcjv.krm,44-71-06-69,55-65-80-11-64,Facultad de Quimica,nnapoleonejz@symantec.com
WBTS921026HMILJS55,CRISTINA MARIA,DA SILVA,LASSALLE,NEZAHUALCOYOTL,PINARES  ,0,53906,E,dwqplt/fltoqwsbam.hdl,10-25-34-84,55-86-77-17-15,Facultad de Quimica,dquaifek0@deviantart.com
ZTUL761119HIDNVC40,RAMON ISMAEL,DA SILVA,ALMENAR,NEZAHUALCOYOTL,CALLE   ,2659,29726,E,intla/zoiagybl.hgs,45-25-83-18,55-50-37-92-74,Facultad de Ciencias,jbeadellk1@ucla.edu
FMLV711226HODQSI59,SANTOS RAMON,DA SILVA,NUNEZ,NEZAHUALCOYOTL,PALMERAS  ,10880,99449,E,dqoij/ognwdqsezh.bsd,45-25-61-60,55-05-40-79-03,Facultad de Medicina Veterinaria y Zootecnia,mkasbyek2@cdc.gov
UIEN961219HUWHLK53,ANA MARIA,BATOVSKY,SALIWONCHIK,NEZAHUALCOYOTL,PRIV. COLORINES  ,891,89797,E,mvlunrfa/gubdnapqr.sux,36-94-96-05,55-69-21-64-23,Facultad de Psicologia,ebrutyk3@canalblog.com
VSMH991219MRTXKE68,SHIRLEY YANET,PEREIRA ,COLOMBO,NEZAHUALCOYOTL,PINO  ,4,77690,E,qwybtgujo/zjgxnkho.nrx,78-77-94-23,55-92-79-92-87,Facultad de Psicologia,lsydallk4@kickstarter.com
TAZX811118HFCYMA06,JUAN CARLOS,DARDANO,LAYES,NEZAHUALCOYOTL,HORACIO NELSON  ,3966,10444,E,ymfrwd/ctukiegpm.hef,10-40-68-67,55-79-85-69-92,Facultad de Ciencias,plyddiardk5@prlog.org
DLTK821226MBCEZH39,PABLO DANIEL,DALERA,OJEDA,NEZAHUALCOYOTL,LAGO PATZCUARO  ,634,59453,E,jnoxpgsur/ptfoqmkias.sxe,07-44-58-17,55-19-90-88-72,Facultad de Ciencias,khaslockek6@dailymail.co.uk
ZEIY911208HRFHIG43,MARTIN ISMAEL,DALGALARRONDO,AON,NEZAHUALCOYOTL,CAMINO REAL AL AJUSCO  ,9539,28143,E,aygtkdcjw/yhzsqpue.iej,19-27-47-54,55-07-16-56-27,Facultad de Quimica,bfantink7@omniture.com
EFTS941127MLEYIA39,ATILIO LUIS NEY,DALL?ORSO,ODINO,NEZAHUALCOYOTL,AGUAJE  ,16,47744,E,xvnrzbj/zqphsv.hfe,94-91-67-88,55-30-53-94-64,Facultad de Quimica,hableyk8@wordpress.com
KATZ641229MSGRVE67,SUSANA,DALMAS,GARCEN,NEZAHUALCOYOTL,EL ROSARIO  ,3932,85032,E,ecnjtd/gbmirs.xlo,71-61-59-88,55-53-94-77-78,Facultad de Ciencias,tblaxallk9@example.com
KDJQ950918MOSKFP40,BRUNO RODOLFO,D'AMADO,RILLA,NEZAHUALCOYOTL,AMEZQUITE  ,9063,31838,E,ounrqd/axigwblh.ush,32-55-65-54,55-14-13-68-77,Facultad de Ciencias,wwoolhouseka@google.co.jp
CNKE811218HRUGTN20,ANABELLA ELIZABETH,DAMASCO,SOLARI,NEZAHUALCOYOTL,NATIVITAS  ,8693,33652,E,xinodqrav/mnrpijk.ifq,16-57-79-12,55-36-13-47-71,Facultad de Ciencias,hcoulthardkb@woothemes.com
NLQU950918MIPTHB57,JOSE LUIS,DAMONTE,PELLAROLO,NEZAHUALCOYOTL,LAGO BOLSENA  ,28971,24765,E,bdwxs/tbhvgi.jmu,50-90-35-72,55-36-96-95-76,Facultad de Ciencias,cgarlingkc@unblog.fr
FXTW841024MKXGFC42,MARELLA ROSSANA,D'ANDREA,CASTRO,NEZAHUALCOYOTL,CALZADA BENITO JUAREZ  ,83191,55470,E,efipys/ifevrxj.qod,46-67-03-03,55-23-64-57-83,Facultad de Psicologia,akencottkd@symantec.com
TWSB921129HSPOYW12,FERNANDO,DANIEL,GARCIA,NEZAHUALCOYOTL,MARIA ELENA SANDOVAL  ,48202,59097,E,oirylxfdh/gintsdchl.dnk,44-98-41-16,55-56-17-20-31,Facultad de Ciencias,hcaponke@blogtalkradio.com
QLYM931228HWDUBJ85,FABIANA ESTELA,DANTA,RODRIGUEZ,NEZAHUALCOYOTL,CALLE ZARAGOZA  ,34,37199,E,qgvliyb/gyuwv.mjd,49-94-17-38,55-75-78-21-65,Facultad de Ciencias,evasilickf@myspace.com
FEXU810608HTVYXD15,JACQUELINE,DARDANO,ROSSINI,NEZAHUALCOYOTL,CORAS  ,137,57933,E,qspl/idfh.cmt,29-88-23-37,55-15-28-31-23,Facultad de Quimica,chinckleykg@purevolume.com
AQWL911129MWDROI15,GUILLERMO,DATI,FERNANDEZ,NEZAHUALCOYOTL,BARRIO DE SAN JOSÉ  ,28197,36305,E,rdjfgpwyl/yojft.hdp,65-96-55-78,55-21-19-62-31,Facultad de Ciencias,lbrussellkh@skype.com
DWPT950829HDAPON17,MARCELO,DAUBER,MARTA,NEZAHUALCOYOTL,AV. MORELOS SUR  ,496,86360,E,eqdwtsklgm/gdek.iyp,36-26-92-32,55-57-19-66-97,Facultad de Ciencias,ncashellki@pagesperso-orange.fr
LWNH970929MIRXUQ84,SILVIA OLGA,DAURIA,PRANDO,NEZAHUALCOYOTL,AMAPOLA  ,6,66831,E,nqudmich/zjbc.wvl,06-23-67-13,55-86-43-77-07,Facultad de Quimica,mrubbertkj@bandcamp.com
OUKS931129MKAZTW66,HUGO EMILIO,DAVILA,VAZQUEZ,NEZAHUALCOYOTL,BOULEVAR PASTOR ROUAIX  ,3830,14712,E,jrfatgy/xqnzdytlu.qag,32-04-22-16,55-68-64-35-07,Facultad de Quimica,lwilhelmykk@blogspot.com
AXFM800927HMJLVA64,SHIRLEY BEATRIZ,DE ARMAS,CAMACHO,NEZAHUALCOYOTL, DE NOVIEMBRE  ,7,81157,E,mvbc/slax.lyz,85-22-49-88,55-85-17-84-67,Facultad de Ciencias,rpattendenkl@com.com
LAQC721109MEFQSY03,ADRIANA MIRIAM,DE AZIZ,FOLIADOSO,NEZAHUALCOYOTL,SAN MARCOS  ,9,77919,E,rvghmnxbqy/cujykdxwp.wmj,34-07-74-22,55-48-29-67-51,Facultad de Ciencias,nbusekkm@odnoklassniki.ru
SPNC971128HCUYHM41,ALEJANDRA,DE BELLIS,BONILLA,NEZAHUALCOYOTL,A. CERRADA DE SOLIDARIDAD  ,2773,99026,E,gxcu/cyrlozmfxa.drm,05-29-90-07,55-27-24-64-10,Facultad de Ciencias,egumeykn@nbcnews.com
LDHT671227MIGPLT72,MAURICIO,DE BENEDETTI,SCAPULA,ECATEPEC,LLUVIA  ,96,63326,E,vruwajzxh/chmpa.etm,22-95-48-61,55-57-34-36-42,Facultad de Ciencias,favenko@diigo.com
PEIL731129HKYBZT24,MAURO,DE CAMILLI,RAFFO,ECATEPEC,PINO  ,3,42294,E,zefskgo/mxnqja.sif,45-41-86-92,55-13-61-36-77,Facultad de Ciencias,ckinnearkp@themeforest.net
WSKF971129HQCZDX18,SYLVIA JUDITH,DE CAMILLI,HERMIDA,ECATEPEC,ARCO IRIS  ,6,23645,E,rtjbxkegsf/gypdcn.quk,28-48-79-94,55-31-10-04-47,Facultad de Psicologia,jyeseninkq@usa.gov
NIEM871119MOMYVC29,SUSANA TERESA,DE FEO,NAGGI,ECATEPEC,PENNSYLVANIA  ,21,56994,E,szboxug/kameltvr.mig,82-40-34-13,55-50-66-01-20,Facultad de Odontologia,rnieselkr@ucoz.ru
ABGZ991029HNUSZE45,ANDRES PEDRO,DE GROSSI,LISTUR,ECATEPEC,CARRETERA PEREZ GASGA  ,358,77059,E,fltibpjwx/baslknhu.vjz,15-28-36-85,55-14-46-94-24,Facultad de Ciencias,sbushrodks@tuttocitta.it
CTOI971229HSHUOE20,MARIELA,DE GUIDA,SILVESTRI,ECATEPEC,RANCHO SAN LORENZO  ,4,58935,E,dmtpxv/yihxnp.bnl,46-51-29-08,55-55-88-70-89,Facultad de Psicologia,mleafkt@ted.com
MDZF751217MIHUSX21,LAURA,DE LA IGLESIA,MEDINA,ECATEPEC,AVENIDA SAN JERONIMO  ,11123,86137,E,bozmfq/igzp.xwl,17-57-21-46,55-68-81-91-96,Facultad de Odontologia,fcyseleyku@de.vu
DAKH891227HSMTAW34,RAUL OMAR,DE LA IGLESIA,MEDINA,ECATEPEC,PRIVADA AZOYAPAN  ,9977,52632,E,englqmy/xkbozuyc.uwn,19-50-99-51,55-47-71-82-79,Facultad de Quimica,wsivyourkv@forbes.com
NCFW801129MEKNJV50,ALBERTO ANDRES,DE LA IGLESIA,MEDINA,ECATEPEC,FERNANDO MONTES DE OCA  ,4063,14639,E,pyhbqgiax/zixwpln.euj,77-62-43-21,55-68-37-69-55,Facultad de Quimica,tdewenkw@last.fm
PXOZ921229MXYURN55,FERNANDO,DE LA PE?A,GUTIERREZ,ECATEPEC,NICOLAS BRAVO  ,48,86679,E,vxta/aobzm.ajq,54-42-07-75,55-46-88-95-64,Facultad de Psicologia,mbrockettkx@thetimes.co.uk
